"origin","nb_outlinks","outlinks","weights","nb_airlines"
"ABZ","30","AGP ALC AMS BGO BHD BHX BRS CDG CFU CPH DLM DUB EBJ FAO GDN GVA KOI KRK LGW LHR LSI LTN MAN NWI PMI REU RIX SVG TFS WIC","1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1","12"
"ACA","10","CUN DFW GDL IAH MEX MTY NLU QRO TIJ YUL","1 1 1 1 3 1 2 2 1 1","9"
"ACC","32","ABJ ABV ADD AMS ATL AUH BRU CAI CKY CMN DAR DOH DXB FCO FNA GH-0006 IAD IST JFK KGL KMS LFW LGW LHR LOS NBO NYI OUA ROB TKD TML WZA","2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 5 1 1 2 3 2 2 1","25"
"ACD","1","EOH","1","1"
"ACE","90","AGP ALC AMS ARN BCN BER BES BFS BGO BGY BHX BIO BLQ BOD BOH BRS BRU BSL BTS BVA CDG CGN CPH CRL CWL DUB DUS EDI EIN EMA EXT FCO FNC FRA GLA GLN GOT GVA HAJ HAM HEL KTW LBA LEJ LGW LIL LPA LPL LTN LUX LYS MAD MAN MRS MUC MXP NCE NCL NOC NRN NTE OPO ORK ORY OSL OVD PIK PMI PRG RAK RTM SCQ SEN SNN SPC STN STR SVQ SXB TFN TFS TLS TRN VCE VGO VIL VLC WAW ZAG ZRH","3 1 3 1 2 3 1 4 1 1 4 2 1 2 3 4 2 1 1 1 1 3 1 1 1 3 4 3 2 3 1 1 1 3 3 1 1 1 2 3 1 1 2 1 4 1 2 3 3 1 2 3 4 2 4 3 1 2 1 1 3 1 2 2 2 1 1 1 2 1 2 2 1 2 1 2 3 3 1 2 1 1 1 1 1 1 2 1 1 1","32"
"ACF","16","AAT AKU BPL CGO CSX HGH HTN KHG KRL LHW SHF TFU TLQ TWC URC YIN","1 1 1 1 1 1 1 2 1 1 2 2 1 1 1 2","4"
"ACH","14","BWK CAG EBA EFL IBZ MAH NAP OLB PMI PUY PVK SUF VIE ZAD","1 1 1 1 1 1 1 1 1 1 1 1 1 1","2"
"ACI","3","GCI PRO SOU","1 1 1","2"
"ACJ","1","RML","3","3"
"ACK","15","BOS CLT DCA DXR EWB EWR HPN HYA JFK LGA MVY ORD OWD PHL TEB","3 1 2 1 1 1 2 1 3 3 1 2 1 1 1","7"
"ACR","2","FLA LCR","1 1","1"
"ACT","1","DFW","1","1"
"ACU","0","","","0"
"ACV","6","BUR DEN LAS LAX SEA SFO","1 1 1 1 1 1","3"
"ACX","19","BHY CAN CKG HAK HGH HUZ JHG KHN KJH KWE LLB NGB PKX PVG SZX TEN TFU WMT WNZ","1 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1","8"
"ACY","11","CHS FLL MCO MYR PBI PGD PIE RDU RSW SFB TPA","1 1 1 2 1 1 1 1 1 1 1","2"
"ACZ","2","MHD THR","2 2","3"
"ADB","120","AJI ALP AMM AMS ARN ASR ATH AUH AYT BAL BCN BEG BER BEY BHX BJV BRE BRS BRU BSL BUD CDG CGN COV CPH DAM DIY DME DTM DUB DUS DXB ECN EIN EMA ERC ERZ ESB EZS FCO FRA GDN GLA GNY GVA GYD GZT HAJ HAM HTY IGD IKA IST JED KBP KRK KSY KTW KYA LBA LED LGW LHR LIS LTN LUX LYS MAD MAN MED MLX MQM MSQ MSR MUC MXP NCL NTE NUE OGU OPO ORK ORY OSL OST PDV POZ PRG PRN RMO RTM RUH RVN SAW SCN SJJ SKD SKG SKP SOF SSH STN STR SZF TAS TBS TGD TIA TIV TJK TLV TZX VAN VAS VCE VIE VKO VNO WAW ZRH","1 1 1 3 1 2 2 1 1 1 2 2 3 1 2 1 1 1 4 2 1 2 4 2 2 1 1 1 1 2 4 1 4 1 1 1 1 2 2 1 3 1 1 3 1 2 2 2 3 1 1 3 2 2 3 1 1 3 1 1 1 2 1 1 1 1 1 2 3 1 1 2 1 1 4 1 1 1 3 2 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 2 1 1 3 4 2 1 2 1 1 1 1 1 2 1 2 1 3 1 1 4 2","33"
"ADD","156","ABJ ABV ACC ADE AHB ALG AMH AMM ARN ASO ATH ATL AUH AWA AXU BAH BCO BEW BEY BGF BJM BJR BKK BKO BLR BLZ BOM BRU BSA BUQ BZV CAI CAN CDG CGK CKY CMN COO CPH CPT DAC DAR DBM DEL DEM DIR DLA DME DMM DOH DSE DSS DXB EBB ENU EWR EZE FBM FCO FIH FKI FNA FRA GBE GDE GDQ GGR GIZ GMB GOB GOM GOR GRU GVA HAH HAN HGA HKG HRE HUE HYD IAD ICN IST JED JFK JIB JIJ JIM JNB JRO JUB KAN KGL KHI KRT KUL KWI LAD LBV LFW LGW LHR LLI LLW LOS LUN LVI LYS MAA MAD MAN MBA MCT MED MGQ MNL MPM MQX MRS MUB MXP NBO NDJ NEK NIM NLA NOS NRT NSI OPO ORD OSL OUA PEK PNR PVG PZU ROB RUH SEZ SHC SHJ SIN SSG SZE TFU TLV TNR VFA VIE WAW WDH YYZ ZNZ ZRH","1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1 2 1 1 1 1 1 1 2 1 3 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1","17"
"ADE","14","AAY ADD AMM BOM CAI DWC GXF JED JIB KWI MGQ RIY RUH SCT","1 1 1 1 1 1 1 1 2 1 1 1 1 1","3"
"ADF","3","ESB IST SAW","1 1 2","3"
"ADJ","3","ATZ AUH KWI","1 1 1","3"
"ADK","1","ANC","1","1"
"ADL","41","AKL ASP AVV BBL BHQ BNE CAN CBR CED CHC CNS CPD DOH DPS DRW DXB HBA HKG KGC KUL LST MCY MEL MGB MOO NAN NTL OLP OOL PER PLO PPP PUG PVG PXH SFO SIN SYD WYA YCPT YJAC","3 2 1 1 1 3 1 2 1 1 2 1 1 2 2 1 2 1 1 1 1 1 4 2 1 1 1 1 2 4 2 1 1 1 1 1 1 3 1 1 1","20"
"ADQ","7","AKK ANC KLN KOZ KYK OLH ORI","1 1 1 1 1 1 1","2"
"ADU","5","JED MED MHD NJF THR","1 1 3 1 6","6"
"ADZ","9","BAQ BOG CLO CTG MDE PTY PVA YQB YUL","2 3 3 2 3 1 1 1 1","7"
"AEA","1","TRW","1","1"
"AEB","0","","","19"
"AEP","63","AFA ASU BHI BOG BPS BRC BSB CFB CNF CNQ COC COR CPC CRD CTC CWB EQS FLN FMA FOR FTE GIG GRU IGR IRJ JUJ LIM LUQ MDQ MDZ MVD NAT NQN OVR PDP PMY POA PRA PSS RCQ RCU REC REL RES RGA RGL RHD RLO ROS RSA SCL SDE SFN SLA SSA TDL TUC UAQ USH VDM VLG VMR VVI","1 4 2 2 1 4 2 1 1 3 1 3 2 2 1 1 1 3 1 1 3 4 3 3 1 2 4 1 2 3 1 2 3 1 2 2 3 1 2 1 1 2 3 2 1 1 1 1 1 1 5 2 1 3 2 1 3 2 3 1 1 1 1","14"
"AER","89","ABA ALA ARH ASF AUH AYT BAH BAX BEG BJV BUS CEE CEK CSY DLM DME DWC DXB DYU ESL ETM EVN GOJ GSV GZP HKT HMA HRG HRI IAR IJK IKT IST IWA KEJ KJA KLF KRO KUF KVX KWI KZN LED MCT MCX MMK MQF MRV MSQ NAL NBC NJC NMA NOJ NOZ NUX NYM OGZ OMS OSS OSW OVB PEE PES PEZ PKV REN RUH SCW SGC SHJ SKD SKX SLY SSH STW SVO SVX TAS TBS TJM TLV TOF UFA ULV UWWW VKO VOG ZIA","1 1 1 2 1 7 2 1 1 2 2 1 4 1 1 4 2 1 1 1 1 5 1 1 1 2 1 1 1 1 1 1 5 1 2 2 1 1 5 3 1 3 4 1 3 1 1 1 1 1 1 2 1 1 2 1 1 1 3 1 1 2 5 1 2 1 2 1 2 2 1 1 1 1 1 1 4 5 4 2 4 2 2 7 2 5 4 1 1","32"
"AES","9","ALC AMS BGO CPH GDN LGW OSL PMI TRD","1 1 2 1 1 1 2 1 1","5"
"AET","3","BTT FAI HUS","1 1 1","1"
"AEU","1","BND","3","3"
"AEX","3","ATL DFW IAH","1 1 1","3"
"AEY","9","AMS CNP GRY LGW MAN RKV THO VPN ZRH","1 1 1 1 1 1 1 1 1","5"
"AFA","1","AEP","1","1"
"AFE","0","","","24"
"AFL","2","CGB VCP","1 1","1"
"AFZ","1","THR","2","2"
"AGA","74","AMS ARN BCN BER BES BGY BHX BOD BOH BRS BRU BSL BVA CDG CGN CMN CPH CRL DUB DUS EDI EMA EUN FEZ FRA GDN GLA GVA HAM HEL HHN JED KRK KTW LBA LGW LIL LIS LPA LTN LUX LYS MAD MAN MED MPL MRS MUC MXP NCE NCL NRN NTE OPO ORY OSL OUD POZ PRG RBA RNS SOF STN STR SXB TFS TLS TNG VIE VIL WAW WRO YUL ZRH","1 2 1 2 1 1 4 3 1 2 2 1 1 1 1 2 2 1 1 3 2 1 1 2 3 1 2 1 2 1 1 1 1 2 1 4 3 2 1 1 1 2 1 4 1 1 1 1 1 1 2 1 3 1 4 1 1 1 2 1 1 1 2 1 1 1 2 2 1 1 2 1 1 1","29"
"AGD","0","","","146"
"AGE","1","EDXP","1","1"
"AGH","2","ARN SCR","1 1","1"
"AGM","5","BGTN IOQ KUS KUZ SGG","1 1 1 1 1","2"
"AGN","1","JNU","1","1"
"AGP","162","AAL AAR ABZ ACE AMS ANR ARN ATH AUH BAH BCN BEG BER BES BFS BGO BGY BHX BIO BLL BLQ BOD BOH BRE BRI BRQ BRS BRU BSL BTS BUD BVA CDG CGN CLJ CMN CPH CRL CWL DOH DUB DUS EAS EDI EIN EMA EWR EXT FCO FEZ FKB FMM FMO FRA FUE GCI GDN GLA GOT GVA HAJ HAM HAU HEL HHN IBZ IST JED KEF KRK KSC KTW KUN KWI LBA LBC LCJ LCY LGW LHR LIL LIS LPA LPL LTN LUX LYS MAD MAH MAN MLA MLN MME MPL MRS MST MUC MXP NAP NCE NCL NOC NQY NRN NTE NUE NYO OPO ORK ORY OSL OSR OST OTP OVD PAD PED PIK PMI PMO POZ PRG PRO PSA RAK RBA RIX RMO RTM RUH SCQ SDR SEN SNN SOF STN STR SVG TFN TFS TLL TLV TMP TNG TRD TRF TRN TSF TTU VCE VIE VIT VLC VNO VST VXO WAW WMI WRO YUL ZAG ZRH","1 2 1 2 6 1 3 2 1 1 2 1 3 1 3 2 1 4 2 1 1 2 1 1 1 1 3 5 1 2 2 1 1 2 1 3 3 1 3 1 2 2 1 3 1 3 1 1 4 1 1 1 1 2 1 1 2 3 2 2 1 3 1 2 1 3 1 1 1 2 1 1 1 1 3 1 1 1 6 1 1 2 2 3 2 1 2 2 2 4 1 1 1 1 1 1 5 3 1 2 4 1 1 1 3 1 1 1 2 1 2 1 1 3 1 1 1 1 4 1 1 3 1 1 2 2 2 1 1 1 1 2 1 1 2 2 1 1 1 1 1 2 1 2 1 2 2 1 2 1 2 1 1 2 1 1 3 1 2 1 1 2","52"
"AGR","3","BLR HYD NMI","1 1 1","1"
"AGS","4","ATL CLT DCA DFW","2 1 1 1","3"
"AGU","11","CUN DFW IAH LAX MDW MEX MTY NLU PBC PVR TIJ","1 1 1 1 1 1 1 2 1 1 1","6"
"AGV","2","CCS PMV","2 1","2"
"AGX","4","BLR CCJ COK GOX","2 1 3 1","3"
"AHA","4","CCU DEL PAB RPR","1 1 1 1","2"
"AHB","25","ABT ADD ATZ BHH CAI DMM DOH DWC DXB ELQ GIZ HMB IST JED KWI MCT MED RUH SHJ SHW SPX TIF TUU TZX WAE","1 1 1 1 8 2 1 1 2 1 1 1 1 3 2 1 2 3 1 1 1 1 1 1 1","12"
"AHE","3","AXR PPT XMH","1 1 1","1"
"AHI","2","FKQ NDA","1 1","1"
"AHJ","4","CTU LXA TFU WNZ","1 1 1 1","2"
"AHO","36","AMS BCN BEG BGY BLQ BOD BRI BTS BUD CRL CTA DUB FCO FLR FMM HHN KTW LIN MAD MXP NAP ORK ORY OTP PMO PSA PSR SIR SKP SOF STN TIA TRN VCE VRN WMI","1 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2","8"
"AHU","7","AMS BRU CMN MST RTM TNG TTU","1 2 1 1 2 1 1","5"
"AIA","1","DEN","1","1"
"AIC","2","KWA MAJ","1 1","1"
"AIM","2","MAJ MJB","1 1","1"
"AIN","2","ATK BRW","1 1","1"
"AIP","4","BLR BOM HDO NDC","1 1 1 1","2"
"AIR","2","CGB JIA","1 1","1"
"AIT","2","AIU RAR","1 1","1"
"AIU","2","AIT RAR","1 1","1"
"AJA","30","BES BOD BSL BVE CDG CFE CFR CRL DCM DLE FCO GVA LIL LUX LYS MPL MRS MUC NCE NTE ORY OSL PIS RDZ RNS SXB TLN TLS VCE ZRH","1 2 1 3 2 1 2 1 1 1 1 1 1 1 5 1 1 1 1 4 2 1 1 1 2 1 1 2 1 1","9"
"AJF","8","ATZ CAI DXB HMB JED KWI RUH SHJ","1 3 1 2 1 1 2 1","8"
"AJI","4","ADB ESB IST SAW","1 1 1 1","3"
"AJK","1","PGU","1","1"
"AJL","8","CCU DEL DMU GAU IMF IXA IXS SHL","2 1 1 2 1 1 1 1","2"
"AJR","6","ARN HAJ HMV LYC MUC VHM","1 2 1 1 3 1","4"
"AJU","8","BSB CGH CNF GIG GRU REC SSA VCP","2 3 1 1 2 1 2 1","3"
"AKA","13","CAN CSX CZX HGH JJN LHW PKX PVG SZX URC UYN WUH XMN","1 1 1 1 1 1 1 1 1 1 1 1 1","7"
"AKB","1","DUT","1","1"
"AKF","2","BEN MJI","2 2","2"
"AKI","4","BET KKI KWT TLT","1 1 1 1","1"
"AKJ","3","HND NRT TPE","2 1 1","4"
"AKK","2","ADQ OLH","1 1","1"
"AKL","70","ADL APW BHE BKK BNE CAN CHC CHT CKG CNS DFW DOH DPS DUD DXB EZE GBZ GIS HAK HBA HGH HIR HKG HNL IAH ICN IUE IVC JFK KAT KKE KUL LAX MCY MEL NAN NOU NPE NPL NRT NSN OOL PEK PER PMR POM PPQ PPT PVG RAR ROT SCL SFO SIN SYD SZX TBU TFU TPE TRG TUO VLI WAG WHK WLG WRE WSI WTZ YVR ZQN","3 2 1 1 5 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 2 1 1 1 1 2 1 2 1 4 2 3 2 2 1 1 1 1 3 1 2 1 1 1 2 2 2 1 1 2 2 4 1 1 1 2 1 1 1 1 1 2 1 1 1 2 2","29"
"AKN","14","ANC CLP DLG EGX IGG KCG KCL KCQ KLL KPV PIP PTH UGB WSN","3 1 1 1 1 1 1 1 1 1 1 1 1 1","4"
"AKP","1","FAI","3","3"
"AKR","2","ABV LOS","2 1","2"
"AKS","2","ATD HIR","1 1","1"
"AKU","34","AAT ACF BPL CAN CGO CKG CSX CTU FOC HGH HMI HTN INC JBK JUZ KHG KRL KRY LHW PEK PVG QSZ SHF TAO TCG TFU TLQ TWC URC WNZ WUH XIY YIN ZFL","2 1 2 1 4 2 1 1 1 2 2 2 1 2 1 2 1 1 2 1 1 1 2 1 1 3 1 2 3 1 1 2 2 1","14"
"AKV","7","YGW YIK YPH YPX YUD YUL YZG","1 1 1 1 1 1 1","1"
"AKW","3","IFN SYZ THR","1 1 1","1"
"AKX","8","ALA AYT CIT HSA NQZ SAW SCO SSH","3 1 1 1 4 1 1 2","7"
"AKY","4","BSX KYP NYT RGN","1 1 1 3","3"
"ALA","84","AER AKX AUH AYT BKK BOM BSZ BUS CAN CIT CXR DAD DBB DEL DMB DMK DOH DXB DYU DZN ESB EVN FRA GOI GOX GUW GYD GZP HAN HGH HKT HSA ICN IKA IKU IST JED KGF KOV KSN KUL KUT KWI KZO LCA LED LHR MCT MED MLE MSQ MXP NCU NQZ OSS OVB PEK PKX PLX PPK PQC PRG PUS PVG PWQ SAW SCO SHJ SKD SLL SSH SVO SYX TAS TBS UBN UKK URA URC UTP UZR WAW XIY YIN","1 2 2 1 1 2 1 1 2 3 2 1 1 1 1 1 2 2 2 1 1 1 2 1 1 3 1 1 1 1 3 2 3 1 1 2 3 2 1 2 1 1 1 1 1 1 1 1 2 1 2 1 2 3 1 1 2 1 2 1 2 1 1 2 1 1 3 1 1 1 2 1 1 3 1 1 3 3 2 1 1 1 2 1","40"
"ALB","27","ATL BNA BWI CHS CLT DCA DEN DFW DTW FLL IAD LAS LGA MCO MDW MIA MYR ORD PGD PHL PIE RDU RSW SFB SRQ TPA USA","1 2 1 1 1 2 2 1 2 3 1 1 1 2 1 1 1 3 1 1 1 1 1 1 2 1 1","11"
"ALC","125","AAL AES ALG AMS ANR ARN ATH BCN BEG BER BFS BGO BGY BHX BIO BOD BOH BRE BRI BRS BRU BSL BTS BUD BVA BZG CGN CLJ CMN CPH CRL CWL DUB DUS EDI EIN EMA EVN EXT FAE FCO FDH FKB FMM FMO FRA GCI GDN GLA GOT GVA HAJ HAM HEL IBZ KBP KEF KIR KRK KTW KUN LBA LCJ LGW LIL LPA LPL LTN LUX LWO LYS MAD MAH MAN MME MRS MUC MXP NAP NCL NOC NQY NRN NTE NWI ORN ORY OSL OST OTP OVD PED PIK PMI POZ PRG RAK RIX RMO RTM RZE SAW SCN SCQ SEN SNN SOF SOU STN SVG SVQ TFN TLS TRD TRF TTU VCE VIE VIT VST VXO WAW WMI WRO ZRH","1 1 2 4 1 2 1 1 2 1 2 1 1 4 2 1 2 1 1 3 4 1 2 1 1 1 2 1 1 2 1 3 2 1 3 2 3 1 1 1 2 1 1 1 1 1 1 2 4 1 1 1 1 3 2 2 2 1 1 2 1 2 1 6 1 1 3 4 2 1 2 3 1 4 1 1 1 1 1 4 1 1 1 2 1 2 2 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 2 2 1 1 1 2 1 1 1","37"
"ALF","10","BVG CHQ FRA HEL HFT KKN KTT OSL TOS VDS","1 1 1 1 1 1 1 2 3 1","6"
"ALG","28","ABV ADD AMM BRU BSL BUD BUJ CAN CFE DLA DOH DXB EBH HRG KUL LGW MAN MRS MUW MZW ORY RTM SAW SSH TID TIN TLN VLC","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1","10"
"ALH","1","PER","1","1"
"ALO","1","ORD","1","1"
"ALP","13","ADB AMM AYT COV DOH DXB EVN IST JED KWI OTP SAW SHJ","1 1 1 1 2 1 1 2 1 2 1 1 1","9"
"ALS","2","DEN DFW","1 1","1"
"ALW","1","SEA","1","1"
"AMA","7","AUS DAL DEN DFW HOU IAH LAS","1 1 1 2 1 1 1","4"
"AMD","64","AGR ATQ AUH AYJ BBI BHJ BHO BKK BLR BOM CCU CJB CMB COK DBR DED DEL DIU DMK DOH DXB GAU GOI GOX GWL HAN HDO HYD IDR ISK IXB IXC IXG IXJ IXK IXR JAI JDH JED JGA JLG JSA KLH KQH KUL KWI LGW LKO MAA MHD NAG NDC NJF NMI PAT PNQ PXN RPR SGN SHJ SIN SXR TRV VNS","1 1 4 1 1 1 1 2 3 6 3 1 1 1 1 3 4 1 2 1 4 1 1 3 1 1 1 1 2 1 1 2 1 1 1 1 2 1 2 1 1 1 1 1 2 3 1 1 1 1 2 1 2 2 1 2 1 1 1 2 1 2 1 1","25"
"AMH","1","ADD","1","1"
"AMM","99","ADB ADD ADE ALG ALP AMS AQJ ARN ATH ATZ AUH AYT BAH BCN BEG BEN BER BEY BGW BGY BKK BLQ BOM BRU BSR BUD BUS BVA CAI CDG CIA CMN CRL DAM DFW DME DMM DOH DTW DUS DXB EBL ESB FCO FKB FMM FRA GVA GYD HBE HRG IAD IST ISU JED JFK KRK KUL KWI LCA LHR LYS MAD MAN MCT MED MJI MRA MRS MUC MXP NJF ORD OTP PFO POZ PRG PSA RUH SAH SAW SHJ SJJ SKG SOF SSH STN STR TBS TIA TSF TUN TZX UFA ULH VIE YUL YYZ ZRH","1 1 1 2 1 1 1 1 2 2 3 5 2 1 1 1 1 2 2 1 1 1 1 1 2 2 2 1 4 1 1 1 1 1 1 2 2 2 1 1 3 2 2 1 1 1 2 1 1 1 1 1 3 2 5 1 1 1 3 1 2 1 2 1 2 2 3 1 1 1 1 1 1 3 2 1 1 1 4 1 1 3 1 1 1 4 1 1 1 1 1 1 2 1 1 2 1 1 1","36"
"AMQ","16","CGK DOB JIO KSX LUV NAM NBX NDA NRE SOQ SQN SUB SXK TTE UPG WBA","4 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1","7"
"AMS","287","AAL ABZ ACC ACE ADB AES AGA AGP AHO AHU ALC AMM AOK ARN ATH ATL AUA AUH AUS AYT BCN BDS BEG BER BFS BGI BGO BHD BHX BIO BIQ BJL BJV BKK BLL BLQ BLR BOD BOG BOJ BOM BON BOS BRE BRI BRS BRU BSL BUD BVC CAG CAI CAN CDG CFU CGK CHQ CMN COV CPH CPT CTA CTG CUN CUR CWL DAR DBV DEL DFW DLM DMM DPS DSS DTW DUB DUS DXB EBB EDI EFL ESB EVE EVN EWR EXT EZE FAO FCO FEZ FLR FNC FOC FRA FUE GDN GEO GIG GLA GOA GOT GRO GRU GRX GUW GVA GYE GZP HAJ HAM HAN HEL HER HKG HRG HUY HYD IAD IAH IBZ ICN INN INV IST IVL JED JFK JMK JNB JRO JSI JTR KAJ KEF KGL KGS KIX KLX KRK KRS KTT KUL KWI LAS LAX LBA LCA LCY LGW LHR LIM LIN LIS LJU LOS LPA LPI LPL LTN LUX LYS MAD MAH MAN MBJ MCO MCT MEX MIA MJT MLA MME MNL MPL MRS MSP MUC MXP NAP NBO NCE NCL NDR NRT NTE NWI OHD OLB OPO ORD ORK ORY OSL OTP OUD OVD PBM PDL PDX PEK PFO PHL PKX PLQ PMI PMO POS POZ PRG PRO PSA PTY PUJ PUY PVG PVK RAK RBA RHO RIX RMF RMO RNS RUH RVN SAN SAW SCL SCQ SCR SEA SEN SFO SID SIN SJO SKG SKP SLC SMI SOF SOU SPC SPU SSH STN STR SVG SVQ SXB SXM SZG TBS TER TFS TIA TIV TLL TLS TLV TNG TOS TPA TPE TRD TRN TTU UIO VCE VIE VLC VNO VRN VXE WAW WRO XMN YEG YHZ YUL YVR YYC YYZ ZAG ZNZ ZRH ZTH","1 1 1 2 3 1 1 6 1 1 4 2 2 3 4 2 2 1 1 5 3 1 2 2 1 1 1 1 2 2 1 1 1 2 1 1 1 1 1 1 2 3 3 1 1 2 1 2 1 1 1 2 1 2 3 2 3 2 1 4 1 2 1 2 3 1 1 1 2 1 1 1 1 1 1 3 1 2 1 2 2 2 1 1 1 1 1 2 2 1 1 3 1 2 2 1 1 1 2 1 1 1 2 1 1 2 1 2 1 1 1 2 3 2 4 1 1 2 2 5 2 2 1 2 1 1 2 1 1 1 2 1 1 2 1 3 1 1 2 1 2 1 1 1 1 1 2 2 1 2 1 3 4 2 1 3 1 1 1 1 2 3 1 2 1 1 1 2 1 2 2 1 1 1 1 2 3 1 3 2 3 2 2 1 1 1 1 2 2 2 1 1 3 1 1 2 2 1 1 1 1 1 1 1 6 2 1 1 2 1 1 1 1 1 2 3 2 1 4 1 2 1 1 1 2 1 2 1 1 1 1 1 2 2 2 1 2 1 1 3 1 2 1 3 2 1 1 1 2 1 1 2 2 1 3 2 1 1 2 4 2 2 1 3 1 1 1 1 2 2 4 1 1 1 2 1 1 1 1 2 1 1 3 2 1 2 3","77"
"AMV","1","NNM","1","1"
"ANC","51","ADK ADQ AKN ANI ATL BET BOI BOS BRW CDB CDV DEN DFW DLG DTW DUT ENA EWR FAI FRA GEG GKN HNL HOM IAD IAH ILI JFK JNU KOA KSM LAS LAX MSP OGG OME ORD OTZ PDX PHX SAN SCC SDP SEA SFO SLC SMF SNP VDZ YVR YYC","1 1 3 1 1 1 1 1 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 1 3 1 1 2 1 1 1 3 2 2 1 1 1 1 1","16"
"ANF","5","CCP CLO LIM LSC SCL","2 1 1 3 3","3"
"ANI","13","ANC ANV BET CHU CKD HCR KGX KLG RDV RSH SHX SLQ SRV","1 1 1 1 1 1 1 1 1 1 1 1 1","1"
"ANR","5","AGP ALC BZO PMI TFS","1 1 1 1 1","2"
"ANS","1","LIM","1","1"
"ANU","37","ACC ATL AXA BBQ BGI CLT CTG DCF DOM EIS EWR FDF FRA GEO GND JFK KIN LGW LHR LOS MAN MBJ MIA MNI NEV PAP PLS POS PTP PUJ SBH SDQ SKB SLU SVD SXM YYZ","1 1 2 4 5 1 1 2 4 5 1 1 1 1 2 3 2 2 1 1 1 1 1 4 2 1 1 2 1 1 3 2 6 2 2 3 2","25"
"ANV","3","ANI KGX SHX","1 1 1","1"
"ANX","5","BOO EVE OSL SKN TOS","1 1 1 1 1","2"
"AOE","2","BRU OST","3 1","3"
"AOG","3","PKX PVG TFU","1 1 1","3"
"AOI","14","BCN CRL CTA FCO KRK LIN MAD MUC NRN OLB ORY PMO STN TIA","1 1 2 1 1 1 1 2 1 1 1 1 1 1","6"
"AOJ","7","CTS HND ICN ITM NKM TPE UKB","2 1 1 2 1 1 1","6"
"AOK","22","AMS ARN ATH BGY BLQ DUS FCO FRL GRZ HEL HFA INN KSJ MXP NAP OSL PRG RHO SZG VCE VIE VRN","2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2","14"
"AOO","1","CLT","1","1"
"AOQ","1","JUV","1","1"
"AOR","3","JHB KUL SZB","1 3 1","4"
"AOT","2","CAG PMO","1 1","1"
"APA","3","DAL LAS SCF","1 1 1","1"
"APC","4","BUR SMO SNA VNY","1 1 1 1","2"
"APD","4","BPN KDI MOH UPG","1 1 1 1","1"
"APF","1","HPN","1","1"
"APL","6","BEW JNB MPM NBO TET VXC","1 2 1 1 1 1","3"
"APN","1","DTW","1","1"
"APO","2","BOG EOH","1 2","2"
"APW","7","AKL BNE HNL MXS NAN PPG SYD","2 2 1 1 1 2 1","6"
"AQA","1","VCP","1","1"
"AQG","6","CAN CGO HSN PEK SZX TSN","1 1 1 1 1 1","4"
"AQI","4","DXB HAS JED RUH","1 1 1 1","3"
"AQJ","6","AMM AUH CAI IST MSQ RUH","1 1 1 1 1 1","3"
"AQP","2","CUZ LIM","3 3","3"
"ARC","3","FAI FYU VEE","2 1 1","2"
"ARD","1","KOE","1","1"
"ARH","9","AER AMV AYT CEE KGD LED MMK NNM SVO","1 1 2 1 1 2 1 1 3","7"
"ARI","5","CCP IQQ LPB LSC SCL","1 1 1 1 3","4"
"ARK","12","DAR HTMR JRO LKY MBA MFA MWZ PMA SEU TGT TZ-0048 ZNZ","5 1 2 2 1 1 1 2 2 1 1 7","7"
"ARM","3","BNE CFS SYD","1 1 1","2"
